"unit","iccs","geo","time","values"
"Number","Burglary of private residential premises","Croatia",2008-01-01,2714
"Number","Burglary of private residential premises","Primorsko-goranska zupanija",2008-01-01,182
"Number","Burglary of private residential premises","Licko-senjska zupanija",2008-01-01,7
"Number","Burglary of private residential premises","Zadarska zupanija",2008-01-01,109
"Number","Burglary of private residential premises","Sibensko-kninska zupanija",2008-01-01,69
"Number","Burglary of private residential premises","Splitsko-dalmatinska zupanija",2008-01-01,196
"Number","Burglary of private residential premises","Istarska zupanija",2008-01-01,200
"Number","Burglary of private residential premises","Dubrovacko-neretvanska zupanija",2008-01-01,10
"Number","Burglary of private residential premises","Grad Zagreb",2008-01-01,1237
"Number","Burglary of private residential premises","Zagrebacka zupanija",2008-01-01,197
"Number","Burglary of private residential premises","Krapinsko-zagorska zupanija",2008-01-01,26
"Number","Burglary of private residential premises","Varazdinska zupanija",2008-01-01,23
"Number","Burglary of private residential premises","Koprivnicko-krizevacka zupanija",2008-01-01,24
"Number","Burglary of private residential premises","Medimurska zupanija",2008-01-01,31
"Number","Burglary of private residential premises","Bjelovarsko-bilogorska zupanija",2008-01-01,35
"Number","Burglary of private residential premises","Viroviticko-podravska zupanija",2008-01-01,22
"Number","Burglary of private residential premises","Pozesko-slavonska zupanija",2008-01-01,15
"Number","Burglary of private residential premises","Brodsko-posavska zupanija",2008-01-01,57
"Number","Burglary of private residential premises","Osjecko-baranjska zupanija",2008-01-01,88
"Number","Burglary of private residential premises","Vukovarsko-srijemska zupanija",2008-01-01,52
"Number","Burglary of private residential premises","Karlovacka zupanija",2008-01-01,70
"Number","Burglary of private residential premises","Sisacko-moslavacka zupanija",2008-01-01,64
"Number","Burglary of private residential premises","Hungary",2008-01-01,16455
"Number","Burglary of private residential premises","Közép-Magyarország",2008-01-01,6722
"Number","Burglary of private residential premises","Közép-Magyarország",2008-01-01,6722
"Number","Burglary of private residential premises","Budapest",2008-01-01,4362
"Number","Burglary of private residential premises","Pest",2008-01-01,2360
"Number","Burglary of private residential premises","Dunántúl",2008-01-01,4003
"Number","Burglary of private residential premises","Közép-Dunántúl",2008-01-01,1324
"Number","Burglary of private residential premises","Fejér",2008-01-01,575
"Number","Burglary of private residential premises","Komárom-Esztergom",2008-01-01,364
"Number","Burglary of private residential premises","Veszprém",2008-01-01,385
"Number","Burglary of private residential premises","Nyugat-Dunántúl",2008-01-01,1023
"Number","Burglary of private residential premises","Gyor-Moson-Sopron",2008-01-01,355
"Number","Burglary of private residential premises","Vas",2008-01-01,348
"Number","Burglary of private residential premises","Zala",2008-01-01,320
"Number","Burglary of private residential premises","Dél-Dunántúl",2008-01-01,1656
"Number","Burglary of private residential premises","Baranya",2008-01-01,698
"Number","Burglary of private residential premises","Somogy",2008-01-01,697
"Number","Burglary of private residential premises","Tolna",2008-01-01,261
"Number","Burglary of private residential premises","Alföld és Észak",2008-01-01,5730
"Number","Burglary of private residential premises","Észak-Magyarország",2008-01-01,1992
"Number","Burglary of private residential premises","Borsod-Abaúj-Zemplén",2008-01-01,1101
"Number","Burglary of private residential premises","Heves",2008-01-01,688
"Number","Burglary of private residential premises","Nógrád",2008-01-01,203
"Number","Burglary of private residential premises","Észak-Alföld",2008-01-01,2332
"Number","Burglary of private residential premises","Hajdú-Bihar",2008-01-01,781
"Number","Burglary of private residential premises","Jász-Nagykun-Szolnok",2008-01-01,703
"Number","Burglary of private residential premises","Szabolcs-Szatmár-Bereg",2008-01-01,848
"Number","Burglary of private residential premises","Dél-Alföld",2008-01-01,1406
"Number","Burglary of private residential premises","Bács-Kiskun",2008-01-01,779
"Number","Burglary of private residential premises","Békés",2008-01-01,222
"Number","Burglary of private residential premises","Csongrád",2008-01-01,405
"Number","Burglary of private residential premises","Ireland",2008-01-01,24683
"Number","Burglary of private residential premises","Iceland",2008-01-01,2731
"Number","Burglary of private residential premises","Ísland",2008-01-01,2731
"Number","Burglary of private residential premises","Ísland",2008-01-01,2731
"Number","Burglary of private residential premises","Höfudborgarsvædi",2008-01-01,2195
"Number","Burglary of private residential premises","Landsbyggd",2008-01-01,536
"Number","Burglary of private residential premises","Italy",2008-01-01,153080
"Number","Burglary of private residential premises","Nord-Ovest",2008-01-01,58236
"Number","Burglary of private residential premises","Piemonte",2008-01-01,17011
"Number","Burglary of private residential premises","Valle d'Aosta/Vallée d'Aoste",2008-01-01,379
"Number","Burglary of private residential premises","Liguria",2008-01-01,4617
"Number","Burglary of private residential premises","Lombardia",2008-01-01,36229
"Number","Burglary of private residential premises","Nord-Est (NUTS 2006)",2008-01-01,28271
"Number","Burglary of private residential premises","Provincia Autonoma Bolzano/Bozen (NUTS 2006)",2008-01-01,511
"Number","Burglary of private residential premises","Provincia Autonoma Trento (NUTS 2006)",2008-01-01,679
"Number","Burglary of private residential premises","Veneto (NUTS 2006)",2008-01-01,11890
"Number","Burglary of private residential premises","Friuli-Venezia Giulia (NUTS 2006)",2008-01-01,2392
"Number","Burglary of private residential premises","Emilia-Romagna (NUTS 2006)",2008-01-01,12799
"Number","Burglary of private residential premises","Centro (I) (NUTS 2006)",2008-01-01,29834
"Number","Burglary of private residential premises","Toscana (NUTS 2006)",2008-01-01,10879
"Number","Burglary of private residential premises","Umbria (NUTS 2006)",2008-01-01,2337
"Number","Burglary of private residential premises","Marche (NUTS 2006)",2008-01-01,2792
"Number","Burglary of private residential premises","Lazio (NUTS 2006)",2008-01-01,13826
"Number","Burglary of private residential premises","Sud",2008-01-01,23072
"Number","Burglary of private residential premises","Abruzzo",2008-01-01,2098
"Number","Burglary of private residential premises","Molise",2008-01-01,382
"Number","Burglary of private residential premises","Campania",2008-01-01,8510
"Number","Burglary of private residential premises","Puglia",2008-01-01,9199
"Number","Burglary of private residential premises","Basilicata",2008-01-01,480
"Number","Burglary of private residential premises","Calabria",2008-01-01,2403
"Number","Burglary of private residential premises","Isole",2008-01-01,13665
"Number","Burglary of private residential premises","Sicilia",2008-01-01,11309
"Number","Burglary of private residential premises","Sardegna",2008-01-01,2356
"Number","Burglary of private residential premises","Liechtenstein",2008-01-01,93
"Number","Burglary of private residential premises","Lithuania",2008-01-01,6076
"Number","Burglary of private residential premises","Lietuva",2008-01-01,6076
"Number","Burglary of private residential premises","Lietuva",2008-01-01,6076
"Number","Burglary of private residential premises","Alytaus apskritis",2008-01-01,173
"Number","Burglary of private residential premises","Kauno apskritis",2008-01-01,1238
"Number","Burglary of private residential premises","Klaipedos apskritis",2008-01-01,516
"Number","Burglary of private residential premises","Marijampoles apskritis",2008-01-01,245
"Number","Burglary of private residential premises","Panevezio apskritis",2008-01-01,529
"Number","Burglary of private residential premises","Siauliu apskritis",2008-01-01,411
"Number","Burglary of private residential premises","Taurages apskritis",2008-01-01,149
"Number","Burglary of private residential premises","Telsiu apskritis",2008-01-01,172
"Number","Burglary of private residential premises","Utenos apskritis",2008-01-01,309
"Number","Burglary of private residential premises","Vilniaus apskritis",2008-01-01,2334
"Number","Burglary of private residential premises","Luxembourg",2008-01-01,1731
"Number","Burglary of private residential premises","Luxembourg",2008-01-01,1731
"Number","Burglary of private residential premises","Luxembourg",2008-01-01,1731
"Number","Burglary of private residential premises","Luxembourg",2008-01-01,1731
"Number","Burglary of private residential premises","Latvia",2008-01-01,3538
"Number","Burglary of private residential premises","Latvija",2008-01-01,3538
"Number","Burglary of private residential premises","Latvija",2008-01-01,3538
"Number","Burglary of private residential premises","Kurzeme",2008-01-01,280
"Number","Burglary of private residential premises","Latgale",2008-01-01,513
"Number","Burglary of private residential premises","Riga",2008-01-01,1436
"Number","Burglary of private residential premises","Pieriga",2008-01-01,595
"Number","Burglary of private residential premises","Vidzeme",2008-01-01,277
"Number","Burglary of private residential premises","Zemgale",2008-01-01,428
"Number","Burglary of private residential premises","Not regionalised / Unknown NUTS 3",2008-01-01,9
"Number","Burglary of private residential premises","Malta",2008-01-01,674
"Number","Burglary of private residential premises","Malta",2008-01-01,674
"Number","Burglary of private residential premises","Malta",2008-01-01,674
"Number","Burglary of private residential premises","Malta",2008-01-01,635
"Number","Burglary of private residential premises","Gozo and Comino / Ghawdex u Kemmuna",2008-01-01,39
"Number","Burglary of private residential premises","Netherlands",2008-01-01,89185
"Number","Burglary of private residential premises","Noord-Nederland",2008-01-01,6886
"Number","Burglary of private residential premises","Groningen",2008-01-01,3102
"Number","Burglary of private residential premises","Oost-Groningen",2008-01-01,601
"Number","Burglary of private residential premises","Delfzijl en omgeving",2008-01-01,114
"Number","Burglary of private residential premises","Overig Groningen",2008-01-01,2387
"Number","Burglary of private residential premises","Friesland (NL)",2008-01-01,1874
"Number","Burglary of private residential premises","Noord-Friesland",2008-01-01,1147
"Number","Burglary of private residential premises","Zuidwest-Friesland",2008-01-01,218
"Number","Burglary of private residential premises","Zuidoost-Friesland",2008-01-01,509
"Number","Burglary of private residential premises","Drenthe",2008-01-01,1910
"Number","Burglary of private residential premises","Noord-Drenthe",2008-01-01,847
"Number","Burglary of private residential premises","Zuidoost-Drenthe",2008-01-01,679
"Number","Burglary of private residential premises","Zuidwest-Drenthe",2008-01-01,384
"Number","Burglary of private residential premises","Oost-Nederland",2008-01-01,14380
"Number","Burglary of private residential premises","Overijssel",2008-01-01,3675
"Number","Burglary of private residential premises","Noord-Overijssel",2008-01-01,968
"Number","Burglary of private residential premises","Zuidwest-Overijssel",2008-01-01,562
"Number","Burglary of private residential premises","Twente",2008-01-01,2145
"Number","Burglary of private residential premises","Gelderland",2008-01-01,8608
"Number","Burglary of private residential premises","Veluwe",2008-01-01,2597
"Number","Burglary of private residential premises","Zuidwest-Gelderland",2008-01-01,970
"Number","Burglary of private residential premises","Achterhoek",2008-01-01,1042
"Number","Burglary of private residential premises","Arnhem/Nijmegen",2008-01-01,3999
"Number","Burglary of private residential premises","Flevoland",2008-01-01,2097
"Number","Burglary of private residential premises","Flevoland",2008-01-01,2097
"Number","Burglary of private residential premises","West-Nederland",2008-01-01,45042
"Number","Burglary of private residential premises","Utrecht",2008-01-01,7884
"Number","Burglary of private residential premises","Utrecht",2008-01-01,7884
"Number","Burglary of private residential premises","Noord-Holland",2008-01-01,15621
"Number","Burglary of private residential premises","Kop van Noord-Holland",2008-01-01,1738
"Number","Burglary of private residential premises","Alkmaar en omgeving",2008-01-01,1216
"Number","Burglary of private residential premises","IJmond",2008-01-01,714
"Number","Burglary of private residential premises","Agglomeratie Haarlem",2008-01-01,1021
"Number","Burglary of private residential premises","Zaanstreek",2008-01-01,487
"Number","Burglary of private residential premises","Groot-Amsterdam",2008-01-01,8702
"Number","Burglary of private residential premises","Het Gooi en Vechtstreek",2008-01-01,1743
"Number","Burglary of private residential premises","Zuid-Holland",2008-01-01,20302
"Number","Burglary of private residential premises","Agglomeratie Leiden en Bollenstreek (NUTS 2006)",2008-01-01,1537
"Number","Burglary of private residential premises","Agglomeratie 's-Gravenhage",2008-01-01,4566
"Number","Burglary of private residential premises","Delft en Westland",2008-01-01,1074
"Number","Burglary of private residential premises","Oost-Zuid-Holland (NUTS 2006)",2008-01-01,1463
"Number","Burglary of private residential premises","Groot-Rijnmond (NUTS 2006)",2008-01-01,10138
"Number","Burglary of private residential premises","Zuidoost-Zuid-Holland (NUTS 2006)",2008-01-01,1524
"Number","Burglary of private residential premises","Zeeland",2008-01-01,1235
"Number","Burglary of private residential premises","Zeeuwsch-Vlaanderen",2008-01-01,365
"Number","Burglary of private residential premises","Overig Zeeland",2008-01-01,870
"Number","Burglary of private residential premises","Zuid-Nederland",2008-01-01,22661
"Number","Burglary of private residential premises","Noord-Brabant",2008-01-01,15075
"Number","Burglary of private residential premises","West-Noord-Brabant",2008-01-01,3643
"Number","Burglary of private residential premises","Midden-Noord-Brabant",2008-01-01,2994
"Number","Burglary of private residential premises","Noordoost-Noord-Brabant",2008-01-01,3518
"Number","Burglary of private residential premises","Zuidoost-Noord-Brabant",2008-01-01,4920
"Number","Burglary of private residential premises","Limburg (NL)",2008-01-01,7586
"Number","Burglary of private residential premises","Noord-Limburg",2008-01-01,1381
"Number","Burglary of private residential premises","Midden-Limburg",2008-01-01,1212
"Number","Burglary of private residential premises","Zuid-Limburg",2008-01-01,4993
"Number","Burglary of private residential premises","Norway",2008-01-01,8125
"Number","Burglary of private residential premises","Norge",2008-01-01,8075
"Number","Burglary of private residential premises","Oslo og Akershus",2008-01-01,2567
"Number","Burglary of private residential premises","Oslo",2008-01-01,723
"Number","Burglary of private residential premises","Akershus",2008-01-01,1844
"Number","Burglary of private residential premises","Hedmark og Oppland",2008-01-01,799
"Number","Burglary of private residential premises","Hedmark",2008-01-01,479
"Number","Burglary of private residential premises","Oppland",2008-01-01,320
"Number","Burglary of private residential premises","Sør-Østlandet",2008-01-01,2014
"Number","Burglary of private residential premises","Østfold",2008-01-01,478
"Number","Burglary of private residential premises","Buskerud",2008-01-01,542
"Number","Burglary of private residential premises","Vestfold",2008-01-01,490
"Number","Burglary of private residential premises","Telemark",2008-01-01,504
"Number","Burglary of private residential premises","Agder og Rogaland",2008-01-01,1285
"Number","Burglary of private residential premises","Aust-Agder",2008-01-01,341
"Number","Burglary of private residential premises","Vest-Agder",2008-01-01,378
"Number","Burglary of private residential premises","Rogaland",2008-01-01,566
"Number","Burglary of private residential premises","Vestlandet",2008-01-01,604
"Number","Burglary of private residential premises","Hordaland",2008-01-01,387
"Number","Burglary of private residential premises","Sogn og Fjordane",2008-01-01,51
"Number","Burglary of private residential premises","Møre og Romsdal",2008-01-01,166
"Number","Burglary of private residential premises","Trøndelag",2008-01-01,494
"Number","Burglary of private residential premises","Sør-Trøndelag",2008-01-01,363
"Number","Burglary of private residential premises","Nord-Trøndelag",2008-01-01,131
"Number","Burglary of private residential premises","Nord-Norge",2008-01-01,312
"Number","Burglary of private residential premises","Nordland",2008-01-01,167
"Number","Burglary of private residential premises","Troms",2008-01-01,86
"Number","Burglary of private residential premises","Finnmark",2008-01-01,59
"Number","Burglary of private residential premises","Poland",2008-01-01,31481
"Number","Burglary of private residential premises","Region Centralny",2008-01-01,6990
"Number","Burglary of private residential premises","Lódzkie",2008-01-01,2524
"Number","Burglary of private residential premises","Mazowieckie",2008-01-01,4466
"Number","Burglary of private residential premises","Region Poludniowy",2008-01-01,7725
"Number","Burglary of private residential premises","Malopolskie",2008-01-01,2926
"Number","Burglary of private residential premises","Slaskie",2008-01-01,4799
"Number","Burglary of private residential premises","Region Wschodni",2008-01-01,3452
"Number","Burglary of private residential premises","Lubelskie",2008-01-01,1362
"Number","Burglary of private residential premises","Podkarpackie",2008-01-01,878
"Number","Burglary of private residential premises","Swietokrzyskie",2008-01-01,570
"Number","Burglary of private residential premises","Podlaskie",2008-01-01,642
"Number","Burglary of private residential premises","Region Pólnocno-Zachodni",2008-01-01,4383
"Number","Burglary of private residential premises","Wielkopolskie",2008-01-01,1650
"Number","Burglary of private residential premises","Zachodniopomorskie",2008-01-01,1843
"Number","Burglary of private residential premises","Lubuskie",2008-01-01,890
"Number","Burglary of private residential premises","Region Poludniowo-Zachodni",2008-01-01,4174
"Number","Burglary of private residential premises","Dolnoslaskie",2008-01-01,3264
"Number","Burglary of private residential premises","Opolskie",2008-01-01,910
"Number","Burglary of private residential premises","Region Pólnocny",2008-01-01,4757
"Number","Burglary of private residential premises","Kujawsko-Pomorskie",2008-01-01,1860
"Number","Burglary of private residential premises","Warminsko-Mazurskie",2008-01-01,963
"Number","Burglary of private residential premises","Pomorskie",2008-01-01,1934
"Number","Burglary of private residential premises","Portugal",2008-01-01,29655
"Number","Burglary of private residential premises","Continente",2008-01-01,27953
"Number","Burglary of private residential premises","Norte",2008-01-01,7803
"Number","Burglary of private residential premises","Alto Minho",2008-01-01,314
"Number","Burglary of private residential premises","Cávado",2008-01-01,564
"Number","Burglary of private residential premises","Ave (NUTS 2010)",2008-01-01,1029
"Number","Burglary of private residential premises","Grande Porto (NUTS 2010)",2008-01-01,3939
"Number","Burglary of private residential premises","Tâmega (NUTS 2010)",2008-01-01,961
"Number","Burglary of private residential premises","Entre Douro e Vouga (NUTS 2010)",2008-01-01,499
"Number","Burglary of private residential premises","Douro (NUTS 2010)",2008-01-01,183
"Number","Burglary of private residential premises","Alto Trás-os-Montes (NUTS 2010)",2008-01-01,314
"Number","Burglary of private residential premises","Algarve",2008-01-01,4300
"Number","Burglary of private residential premises","Algarve",2008-01-01,4300
"Number","Burglary of private residential premises","Centro (PT)",2008-01-01,5173
"Number","Burglary of private residential premises","Baixo Vouga (NUTS 2010)",2008-01-01,1117
"Number","Burglary of private residential premises","Baixo Mondego (NUTS 2010)",2008-01-01,809
"Number","Burglary of private residential premises","Pinhal Litoral (NUTS 2010)",2008-01-01,648
"Number","Burglary of private residential premises","Pinhal Interior Norte (NUTS 2010)",2008-01-01,249
"Number","Burglary of private residential premises","Dão-Lafões (NUTS 2010)",2008-01-01,317
"Number","Burglary of private residential premises","Pinhal Interior Sul (NUTS 2010)",2008-01-01,37
"Number","Burglary of private residential premises","Serra da Estrela (NUTS 2010)",2008-01-01,31
"Number","Burglary of private residential premises","Beira Interior Norte (NUTS 2010)",2008-01-01,91
"Number","Burglary of private residential premises","Beira Interior Sul (NUTS 2010)",2008-01-01,95
"Number","Burglary of private residential premises","Cova da Beira (NUTS 2010)",2008-01-01,148
"Number","Burglary of private residential premises","Oeste",2008-01-01,1230
"Number","Burglary of private residential premises","Médio Tejo (NUTS 2010)",2008-01-01,401
"Number","Burglary of private residential premises","Área Metropolitana de Lisboa",2008-01-01,9578
"Number","Burglary of private residential premises","Grande Lisboa (NUTS 2010)",2008-01-01,6907
"Number","Burglary of private residential premises","Península de Setúbal (NUTS 2010)",2008-01-01,2671
"Number","Burglary of private residential premises","Alentejo",2008-01-01,1099
"Number","Burglary of private residential premises","Alentejo Litoral",2008-01-01,180
"Number","Burglary of private residential premises","Alto Alentejo (NUTS 2010)",2008-01-01,119
"Number","Burglary of private residential premises","Alentejo Central (NUTS 2010)",2008-01-01,158
"Number","Burglary of private residential premises","Baixo Alentejo",2008-01-01,113
"Number","Burglary of private residential premises","Lezíria do Tejo",2008-01-01,529
"Number","Burglary of private residential premises","Região Autónoma dos Açores (PT)",2008-01-01,1033
"Number","Burglary of private residential premises","Região Autónoma dos Açores (PT)",2008-01-01,1033
"Number","Burglary of private residential premises","Região Autónoma dos Açores (PT)",2008-01-01,1033
"Number","Burglary of private residential premises","Região Autónoma da Madeira (PT)",2008-01-01,662
"Number","Burglary of private residential premises","Região Autónoma da Madeira (PT)",2008-01-01,662
"Number","Burglary of private residential premises","Região Autónoma da Madeira (PT)",2008-01-01,662
"Number","Burglary of private residential premises","Not regionalised / Unknown NUTS 3",2008-01-01,7
"Number","Burglary of private residential premises","Romania",2008-01-01,10285
"Number","Burglary of private residential premises","Macroregiunea unu",2008-01-01,2434
"Number","Burglary of private residential premises","Nord-Vest",2008-01-01,1334
"Number","Burglary of private residential premises","Bihor",2008-01-01,322
"Number","Burglary of private residential premises","Bistrita-Nasaud",2008-01-01,125
"Number","Burglary of private residential premises","Cluj",2008-01-01,317
"Number","Burglary of private residential premises","Maramures",2008-01-01,197
"Number","Burglary of private residential premises","Satu Mare",2008-01-01,193
"Number","Burglary of private residential premises","Salaj",2008-01-01,180
"Number","Burglary of private residential premises","Centru",2008-01-01,1100
"Number","Burglary of private residential premises","Alba",2008-01-01,169
"Number","Burglary of private residential premises","Brasov",2008-01-01,191
"Number","Burglary of private residential premises","Covasna",2008-01-01,61
"Number","Burglary of private residential premises","Harghita",2008-01-01,167
"Number","Burglary of private residential premises","Mures",2008-01-01,342
"Number","Burglary of private residential premises","Sibiu",2008-01-01,170
"Number","Burglary of private residential premises","Macroregiunea doi",2008-01-01,3016
"Number","Burglary of private residential premises","Nord-Est",2008-01-01,1731
"Number","Burglary of private residential premises","Bacau",2008-01-01,375
"Number","Burglary of private residential premises","Botosani",2008-01-01,228
"Number","Burglary of private residential premises","Iasi",2008-01-01,318
"Number","Burglary of private residential premises","Neamt",2008-01-01,247
"Number","Burglary of private residential premises","Suceava",2008-01-01,305
"Number","Burglary of private residential premises","Vaslui",2008-01-01,258
"Number","Burglary of private residential premises","Sud-Est",2008-01-01,1285
"Number","Burglary of private residential premises","Braila",2008-01-01,144
"Number","Burglary of private residential premises","Buzau",2008-01-01,172
"Number","Burglary of private residential premises","Constanta",2008-01-01,338
"Number","Burglary of private residential premises","Galati",2008-01-01,232
"Number","Burglary of private residential premises","Tulcea",2008-01-01,175
"Number","Burglary of private residential premises","Vrancea",2008-01-01,224
"Number","Burglary of private residential premises","Macroregiunea trei",2008-01-01,2596
"Number","Burglary of private residential premises","Sud - Muntenia",2008-01-01,1188
"Number","Burglary of private residential premises","Arges",2008-01-01,198
"Number","Burglary of private residential premises","Calarasi",2008-01-01,158
"Number","Burglary of private residential premises","Dâmbovita",2008-01-01,199
"Number","Burglary of private residential premises","Giurgiu",2008-01-01,106
"Number","Burglary of private residential premises","Ialomita",2008-01-01,143
"Number","Burglary of private residential premises","Prahova",2008-01-01,259
"Number","Burglary of private residential premises","Teleorman",2008-01-01,125
"Number","Burglary of private residential premises","Bucuresti - Ilfov",2008-01-01,1408
"Number","Burglary of private residential premises","Bucuresti",2008-01-01,1300
"Number","Burglary of private residential premises","Ilfov",2008-01-01,108
"Number","Burglary of private residential premises","Macroregiunea patru",2008-01-01,2239
"Number","Burglary of private residential premises","Sud-Vest Oltenia",2008-01-01,1031
"Number","Burglary of private residential premises","Dolj",2008-01-01,301
"Number","Burglary of private residential premises","Gorj",2008-01-01,170
"Number","Burglary of private residential premises","Mehedinti",2008-01-01,74
"Number","Burglary of private residential premises","Olt",2008-01-01,295
"Number","Burglary of private residential premises","Vâlcea",2008-01-01,191
"Number","Burglary of private residential premises","Vest",2008-01-01,1208
"Number","Burglary of private residential premises","Arad",2008-01-01,281
"Number","Burglary of private residential premises","Caras-Severin",2008-01-01,136
"Number","Burglary of private residential premises","Hunedoara",2008-01-01,391
"Number","Burglary of private residential premises","Timis",2008-01-01,400
"Number","Burglary of private residential premises","Sweden",2008-01-01,18176
"Number","Burglary of private residential premises","Östra Sverige",2008-01-01,6750
"Number","Burglary of private residential premises","Stockholm",2008-01-01,4718
"Number","Burglary of private residential premises","Stockholms län",2008-01-01,4718
"Number","Burglary of private residential premises","Östra Mellansverige",2008-01-01,2032
"Number","Burglary of private residential premises","Uppsala län",2008-01-01,417
"Number","Burglary of private residential premises","Södermanlands län",2008-01-01,416
"Number","Burglary of private residential premises","Östergötlands län",2008-01-01,437
"Number","Burglary of private residential premises","Örebro län",2008-01-01,319
"Number","Burglary of private residential premises","Västmanlands län",2008-01-01,443
"Number","Burglary of private residential premises","Södra Sverige",2008-01-01,9698
"Number","Burglary of private residential premises","Småland med öarna",2008-01-01,1353
"Number","Burglary of private residential premises","Jönköpings län",2008-01-01,566
"Number","Burglary of private residential premises","Kronobergs län",2008-01-01,360
"Number","Burglary of private residential premises","Kalmar län",2008-01-01,382
"Number","Burglary of private residential premises","Gotlands län",2008-01-01,45
"Number","Burglary of private residential premises","Sydsverige",2008-01-01,4765
"Number","Burglary of private residential premises","Blekinge län",2008-01-01,282
"Number","Burglary of private residential premises","Skåne län",2008-01-01,4483
"Number","Burglary of private residential premises","Västsverige",2008-01-01,3580
"Number","Burglary of private residential premises","Hallands län",2008-01-01,719
"Number","Burglary of private residential premises","Västra Götalands län",2008-01-01,2861
"Number","Burglary of private residential premises","Norra Sverige",2008-01-01,1728
"Number","Burglary of private residential premises","Norra Mellansverige",2008-01-01,987
"Number","Burglary of private residential premises","Värmlands län",2008-01-01,335
"Number","Burglary of private residential premises","Dalarnas län",2008-01-01,349
"Number","Burglary of private residential premises","Gävleborgs län",2008-01-01,303
"Number","Burglary of private residential premises","Mellersta Norrland",2008-01-01,356
"Number","Burglary of private residential premises","Västernorrlands län",2008-01-01,256
"Number","Burglary of private residential premises","Jämtlands län",2008-01-01,100
"Number","Burglary of private residential premises","Övre Norrland",2008-01-01,385
"Number","Burglary of private residential premises","Västerbottens län",2008-01-01,185
"Number","Burglary of private residential premises","Norrbottens län",2008-01-01,200
"Number","Burglary of private residential premises","Slovenia",2008-01-01,2036
"Number","Burglary of private residential premises","Vzhodna Slovenija (NUTS 2010)",2008-01-01,755
"Number","Burglary of private residential premises","Pomurska (NUTS 2010)",2008-01-01,63
"Number","Burglary of private residential premises","Podravska (NUTS 2010)",2008-01-01,316
"Number","Burglary of private residential premises","Koroska (NUTS 2010)",2008-01-01,14
"Number","Burglary of private residential premises","Savinjska (NUTS 2010)",2008-01-01,139
"Number","Burglary of private residential premises","Zasavska (NUTS 2010)",2008-01-01,16
"Number","Burglary of private residential premises","Spodnjeposavska (NUTS 2010)",2008-01-01,51
"Number","Burglary of private residential premises","Jugovzhodna Slovenija (NUTS 2010)",2008-01-01,135
"Number","Burglary of private residential premises","Notranjsko-kraska (NUTS 2010)",2008-01-01,21
"Number","Burglary of private residential premises","Zahodna Slovenija (NUTS 2010)",2008-01-01,1280
"Number","Burglary of private residential premises","Osrednjeslovenska (NUTS 2010)",2008-01-01,929
"Number","Burglary of private residential premises","Gorenjska (NUTS 2010)",2008-01-01,238
"Number","Burglary of private residential premises","Goriska (NUTS 2010)",2008-01-01,44
"Number","Burglary of private residential premises","Obalno-kraska (NUTS 2010)",2008-01-01,69
"Number","Burglary of private residential premises","Slovakia",2008-01-01,2118
"Number","Burglary of private residential premises","Slovensko",2008-01-01,2118
"Number","Burglary of private residential premises","Bratislavský kraj",2008-01-01,448
"Number","Burglary of private residential premises","Bratislavský kraj",2008-01-01,448
"Number","Burglary of private residential premises","Západné Slovensko",2008-01-01,612
"Number","Burglary of private residential premises","Trnavský kraj",2008-01-01,230
"Number","Burglary of private residential premises","Trenciansky kraj",2008-01-01,122
"Number","Burglary of private residential premises","Nitriansky kraj",2008-01-01,260
"Number","Burglary of private residential premises","Stredné Slovensko",2008-01-01,509
"Number","Burglary of private residential premises","Zilinský kraj",2008-01-01,254
"Number","Burglary of private residential premises","Banskobystrický kraj",2008-01-01,255
"Number","Burglary of private residential premises","Východné Slovensko",2008-01-01,548
"Number","Burglary of private residential premises","Presovský kraj",2008-01-01,209
"Number","Burglary of private residential premises","Kosický kraj",2008-01-01,339
"Number","Burglary of private residential premises","Turkey",2008-01-01,69792
"Number","Burglary of private residential premises","Istanbul",2008-01-01,17273
"Number","Burglary of private residential premises","Istanbul",2008-01-01,17273
"Number","Burglary of private residential premises","Istanbul",2008-01-01,17273
"Number","Burglary of private residential premises","Bati Marmara",2008-01-01,2038
"Number","Burglary of private residential premises","Tekirdag, Edirne, Kirklareli",2008-01-01,878
"Number","Burglary of private residential premises","Tekirdag",2008-01-01,560
"Number","Burglary of private residential premises","Edirne",2008-01-01,197
"Number","Burglary of private residential premises","Kirklareli",2008-01-01,121
"Number","Burglary of private residential premises","Balikesir, Çanakkale",2008-01-01,1160
"Number","Burglary of private residential premises","Balikesir",2008-01-01,908
"Number","Burglary of private residential premises","Çanakkale",2008-01-01,252
"Number","Burglary of private residential premises","Ege",2008-01-01,11298
"Number","Burglary of private residential premises","Izmir",2008-01-01,5245
"Number","Burglary of private residential premises","Izmir",2008-01-01,5245
"Number","Burglary of private residential premises","Aydin, Denizli, Mugla",2008-01-01,4035
"Number","Burglary of private residential premises","Aydin",2008-01-01,1926
"Number","Burglary of private residential premises","Denizli",2008-01-01,1256
"Number","Burglary of private residential premises","Mugla",2008-01-01,853
"Number","Burglary of private residential premises","Manisa, Afyonkarahisar, Kütahya, Usak",2008-01-01,2018
"Number","Burglary of private residential premises","Manisa",2008-01-01,1268
"Number","Burglary of private residential premises","Afyonkarahisar",2008-01-01,301
"Number","Burglary of private residential premises","Kütahya",2008-01-01,164
"Number","Burglary of private residential premises","Usak",2008-01-01,285
